OBJECTID,COMPKEY,COMPTYPE,UNITID,DESCRIPTION,UNITDESC,SEGKEY,INTKEY,INT_UNITID,SIGNAL_TYPE,SIGNAL_MAINT_DIST,INSTALL_DATE,ADDDTTM,MODDTTM,OWNERSHIP,CONDITION,CONDITION_ASSESSMENT_DATE,CURRENT_STATUS,CURRENT_STATUS_DATE,ARTERIAL_CLASS,MAINT_AGREE,MAINT_BY,INT_SIGNAL_TYPE_CD,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,PEDAUDIODEVICEYN,PEDSIGNALYN,PH_MODELTYPE,PP_MODELTYPE,PP_QUANTITY,PEDHDFIRSTINSTALLDT,PH_QUANTITY,PEDAUDIOINSTALLDT,BIKESIGNALHDYN,ASBLT,HALFSIGNALYN,METEREDYN,LTTURNSIGNALYN,LTPROTECTEDPERMYN,LTPROTECTEDYN,RTTURNSIGNALYN,RTPROTECTEDPERMYN,RTPROTECTEDYN,LTFIRSTINSTALLDT,LTREMOVEDT,RTFIRSTINSTALLDT,RTREMOVEDT,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,CABMODELTYPECD,COMCONNTYPECD,MMUMODELTYPECD,PE_MODELTYPE,PI_MODELTYPE,INSTALLERCD,JOINTOWNERSHIPYN,CO_MODELTYPE,MMUMANCD,MMUINSTALLDT,LASTSIGNALOPTDT,PEDPSHINSTALLDT,NUM_ATTACHMENTS
35,272789,74,SGL-618,0,BOEING DR AND EAST MARGINAL WAY S                                                                                                                                                                                                                              ,1,34393,72851,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:11:13+00,2020/04/01 00:00:00+00,SDOT,FAIR,2008/05/23 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,,,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,COPPER,NSM-12,EMER,, ,N,"M34, LC8000, M34, M34",EDI,2020/03/10 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
36,272790,74,SGL-789,0,BOREN AVE AND MARION ST                                                                                                                                                                                                                                        ,1,29922,40719,SEMI,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:11:13+00,2020/02/06 00:00:00+00,SDOT,GOOD,2012/05/21 00:00:00+00,INSVC,2012/05/21 00:00:00+00,1,, ,CITY,DISTRICT3, ,N,N,LEDCD,,,2012/05/21 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LT216E,EMER,, ,N,"M34,  ",EDI,2020/02/06 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2
37,272791,74,SGL-69,0,3RD AVE AND SENECA ST                                                                                                                                                                                                                                          ,1,29602,39333,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:11:14+00,2020/07/23 00:00:00+00,SDOT,GOOD,2011/07/19 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,LEDCD,,,2011/07/19 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,FIBER,LT216E,EMER,, ,Y,"M34,  ,  , M34, M60, M60",EAGLE,2020/07/21 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
38,272792,74,SGL-488,0,15TH AVE E AND E REPUBLICAN N ST                                                                                                                                                                                                                               ,1,29011,36323,PRE,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:11:14+00,2020/04/28 00:00:00+00,SDOT,POOR,2008/03/26 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT3, ,N,N,NEON,,,1970/01/01 00:00:00+00,16,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LT216E,,, ,Y,"LC40, M34",EDI,2020/04/21 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
39,272793,74,SGL-841,0,BROADWAY AND CHERRY ST                                                                                                                                                                                                                                         ,1,29797,40323,SEMI,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:11:14+00,2020/02/04 00:00:00+00,SDOT,GOOD,2013/12/05 00:00:00+00,INSVC,2013/12/05 00:00:00+00,2,, ,CITY,DISTRICT3, ,N,N,LEDCD,BULLDOG,4,2013/12/05 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS2,COPPER,MMU2-16LEi,,, ,N,"M34, M52, M52",EDI,2020/01/22 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
40,272794,74,SGL-247,0,BALLARD AVE NW AND NW MARKET ST                                                                                                                                                                                                                                ,1,25144,11137,PRE,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:11:14+00,2019/05/23 00:00:00+00,SDOT,POOR,2008/07/16 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,HALFPED,DISTRICT6, ,N,Y,INCAND,NAV-2W-PPB,2,1970/01/01 00:00:00+00,2,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,6TS2,FIBER,MMU-16LEip,EMER,, ,N,"LC40, LC40, M34, M52",EDI,2019/05/22 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,18
41,272795,74,SGL-950,0,23RD AVE AND E ALDER ST                                                                                                                                                                                                                                        ,1,30102,41362,SEMI,CENTRAL,2000/04/27 00:00:00+00,2005/03/17 17:11:14+00,2020/02/06 00:00:00+00,SDOT,POOR,2008/05/23 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,HALFPED,DISTRICT3, ,N,Y,LEDCD,NAV-2W-PPB,2,2016/03/10 00:00:00+00,2,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,6TS2,COPPER,MMU2-16LEi,,,SDOT,N,"M34, M34, M52",EDI,2020/02/05 00:00:00+00,1970/01/01 00:00:00+00,2016/03/10 00:00:00+00,0
42,272796,74,SGL-534,0,BEACON ER AVE S AND S COLUMBIAN WAY                                                                                                                                                                                                                            ,1,166923,65653,PRE,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:11:15+00,2020/06/17 00:00:00+00,SDOT,POOR,2008/08/11 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,"NEON, INCAND, LED",NAV-2W-PPB,12,1970/01/01 00:00:00+00,"19, 4, 1",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS2, ,MMU2-16LEi,,, ,N,"LC40, LC40, ATC-1000, ATC-1000, M60",EDI,2020/06/16 00:00:00+00,1970/01/01 00:00:00+00,2019/01/01 00:00:00+00,7
43,272797,74,SGL-371,0,LAKE CITY WAY NE AND NE 120TH ST                                                                                                                                                                                                                               ,1,36622,227124,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:11:15+00,2019/02/19 00:00:00+00,SDOT,GOOD,2008/08/05 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT5, ,N,N,LEDCD,STD,4,2015/05/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,FIBER,MMU-16LEip,EMER,, ,N,"M52, M52",EDI,2019/02/15 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
44,272798,74,SGL-437,0,24TH AVE E AND E MADISON ST                                                                                                                                                                                                                                    ,1,29283,37352,SEMI,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:11:15+00,2020/01/15 00:00:00+00,SDOT,GOOD,1970/01/01 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT3, ,N,N,,STD,4,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LSM6,,, ,N,"M34, M34, M52",EDI,2020/01/14 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
45,272799,74,SGL-397,0,18TH AVE NE AND NE 45TH ST                                                                                                                                                                                                                                     ,1,26077,15751,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:11:15+00,2019/03/26 00:00:00+00,SDOT,POOR,2008/05/13 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT4, ,N,N,NEON,,,1970/01/01 00:00:00+00,12,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LSM6,,, ,N,"LMD9200, LMD9200",TCT,2019/03/25 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
46,272800,74,SGL-782,0,CARLETON AVE S AND S BAILEY ST                                                                                                                                                                                                                                 ,1,33134,64337,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:11:15+00,2020/04/21 00:00:00+00,SDOT,POOR,2008/05/16 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,"NEON, INCAND, LED",NAV-4W-PPB,6,1970/01/01 00:00:00+00,"9, 2, 1",1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,Y,N,Y,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS2-Type1,COPPER,MMU2-16LEi,,, ,N,"M34,  , M60",EDI,2020/03/17 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
47,272801,74,SGL-20,0,4TH AVE S AND S JACKSON ST                                                                                                                                                                                                                                     ,1,30509,44542,SEMI,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:11:16+00,2019/08/06 00:00:00+00,SDOT,FAIR,2008/09/11 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT2,DISTRICT7,Y,N,LEDCD,,,1970/01/01 00:00:00+00,8,2012/09/18 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,NSM-6,,, ,N,"M34, M52",EDI,2018/07/20 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
48,272802,74,SGL-676,0,25TH AVE NE AND NE 44TH ST                                                                                                                                                                                                                                     ,1,27294,24252,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:11:16+00,2019/11/26 00:00:00+00,SDOT,POOR,2008/07/08 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT4, ,N,N,"NEON, LEDCD, LED","STD, NONSTD","2, 2",1970/01/01 00:00:00+00,"11, 2, 3",1970/01/01 00:00:00+00,N,,N,N,Y,Y,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,COPPER,NSM-12,EMER,, ,Y,"M34, M52",EDI,2019/03/31 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
49,272803,74,SGL-697,0,FREMONT AVE N AND XW N40                                                                                                                                                                                                                                       ,1,26984,22570,PRE,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:11:16+00,2019/02/06 00:00:00+00,SDOT,POOR,2008/03/24 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,MIDXWALK,DISTRICT6, ,N,Y,LEDCD,STD,2,2014/04/21 00:00:00+00,2,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,SSM-12E,,, ,N,M52,EDI,2019/01/18 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
50,272804,74,SGL-361,0,BROOKLYN AVE NE AND NE 45TH ST                                                                                                                                                                                                                                 ,1,27063,23103,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:11:16+00,2019/03/26 00:00:00+00,SDOT,FAIR,2008/07/16 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT4, ,N,N,LEDCD,STD,4,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,NSM-6,,, ,Y,LMD9200,EDI,2019/03/23 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
51,272805,74,SGL-394,0,25TH AVE NE AND MONTLAKE BLVD NE                                                                                                                                                                                                                               ,1,27292,24103,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:11:16+00,2018/10/31 00:00:00+00,SDOT,POOR,2008/07/09 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT4, ,N,N,,,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,COPPER,LSM6,EMER,, ,N,M34,EDI,2018/10/28 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
52,272806,74,SGL-648,0,35TH AVE SW AND SW HOLDEN S ST                                                                                                                                                                                                                                 ,1,34064,69737,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:11:17+00,2020/01/28 00:00:00+00,SDOT,POOR,1970/01/01 00:00:00+00,INSVC,2009/09/03 00:00:00+00,1,, ,CITY,DISTRICT1, ,N,N,"NEON, LED",STD,4,1970/01/01 00:00:00+00,"11, 5",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,FIBER,NSM-12,EMER,, ,Y,"LMD9200, LMD9200",EDI,2020/01/24 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
53,272807,74,SGL-190,0,FAIRVIEW AVE N AND JOHN ST                                                                                                                                                                                                                                     ,1,28803,35349,SEMI,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:11:17+00,2020/02/24 00:00:00+00,SDOT,POOR,2008/09/04 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,"NEON, LED",STD,4,1970/01/01 00:00:00+00,"15, 1",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS2-Typ1+,COPPER,MMU-16LEip,,, ,N,"M34,  , M60",EDI,2020/01/08 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
54,272808,74,SGL-274,0,AURORA AVE N AND N 135TH ST                                                                                                                                                                                                                                    ,1,35812,219701,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:11:17+00,2019/03/18 00:00:00+00,SDOT,POOR,2008/04/14 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT5, ,N,N,LEDCD,NAV-4W-PPB,8,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,Y,Y,Y,6TS2,FIBER,MMU2-16LEi,,, ,Y,"M34, M52, M52, M52, M52, M60",EDI,2019/03/16 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,26
55,272809,74,SGL-938,0,MINOR AVE AND STEWART ST                                                                                                                                                                                                                                       ,1,29172,36765,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:11:17+00,2020/02/27 00:00:00+00,SDOT,POOR,2008/09/12 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,"NEON, LED",,,1970/01/01 00:00:00+00,"14, 2",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LSM6,,, ,N,"M34,  ",TCT,2020/02/20 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
56,272810,74,SGL-445,0,41ST AVE NE AND SAND POINT N WAY NE                                                                                                                                                                                                                            ,1,26242,16724,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:11:18+00,2019/08/27 00:00:00+00,SDOT,POOR,2008/07/14 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT4, ,N,N,NEON,"STD, NONSTD","1, 1",1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LSM6,,, ,N,"M34, M52",TCT,2019/04/26 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
57,272811,74,SGL-446,0,FISHERMAN TERM DR AND W EMERSON PL                                                                                                                                                                                                                             ,1,26483,20413,SEMI,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:11:18+00,2019/03/06 00:00:00+00,SDOT,FAIR,2010/10/26 00:00:00+00,INSVC,2010/10/26 00:00:00+00,1,,SDOT,CITY,DISTRICT7, ,N,N,LEDCD,STD,2,2010/10/26 00:00:00+00,6,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,Y,N,N,2, ,NSM-6,,, ,N,"LMD8000, LC8000",EAGLE,2019/03/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
58,272812,74,SGL-006,0,WEST MARGINAL WAY S AND S HOLDEN ST                                                                                                                                                                                                                            ,1,34281,71810,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:11:18+00,2013/12/19 00:00:00+00,WSDOT, ,1970/01/01 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,STATE,DISTRICT1, ,N,N,,,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N, , , ,,, ,N,, ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
59,272813,74,SGL-400,0,25TH AVE NE AND NE 47TH ST                                                                                                                                                                                                                                     ,1,25960,15337,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:11:18+00,2019/04/19 00:00:00+00,SDOT,POOR,2008/07/07 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT4, ,Y,N,LEDCD,,,2012/09/04 00:00:00+00,2,2012/09/04 00:00:00+00,N,,N,N,Y,Y,N,N,N,N,2012/11/14 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,COPPER,SSM-12E,EMER,, ,N,"M34,  , M52",EDI,2019/04/18 00:00:00+00,1970/01/01 00:00:00+00,2012/09/15 00:00:00+00,0
